timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1775138445855,182,加入购物车,301,Moved Permanently,Thread Group 1-1,text,true,,442,270,1,1,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,182,0,140
1775138446038,42,查看购物车,301,Moved Permanently,Thread Group 1-1,text,true,,436,155,1,1,http://demo.opencart.cn/index.php?route=product/manufacturer,42,0,0
1775138446080,321,搜索商品,200,OK,Thread Group 1-1,text,true,,39820,160,2,2,https://demo.opencart.cn/index.php?route=product/search&search=mac,319,0,153
1775138446357,94,加入购物车,301,Moved Permanently,Thread Group 1-2,text,true,,442,270,2,2,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,94,0,48
1775138446452,43,查看购物车,301,Moved Permanently,Thread Group 1-2,text,true,,436,155,2,2,http://demo.opencart.cn/index.php?route=product/manufacturer,43,0,0
1775138446401,114,注册新用户,200,OK,Thread Group 1-1,text,true,,27271,441,2,2,https://demo.opencart.cn/index.php?route=account/register,114,0,0
1775138446516,112,查看特价商品,200,OK,Thread Group 1-1,text,true,,29244,209,2,2,https://demo.opencart.cn/index.php?route=product/special,112,0,0
1775138446629,128,查看品牌列表,200,OK,Thread Group 1-1,text,true,,23837,214,2,2,https://demo.opencart.cn/index.php?route=product/manufacturer,128,0,0
1775138446496,264,搜索商品,200,OK,Thread Group 1-2,text,true,,39820,160,2,2,https://demo.opencart.cn/index.php?route=product/search&search=mac,262,0,96
1775138446758,42,加入购物车,301,Moved Permanently,Thread Group 1-1,text,true,,442,292,2,2,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,42,0,0
1775138446800,46,查看购物车,301,Moved Permanently,Thread Group 1-1,text,true,,436,177,2,2,http://demo.opencart.cn/index.php?route=product/manufacturer,46,0,0
1775138446760,116,注册新用户,200,OK,Thread Group 1-2,text,true,,27271,441,3,3,https://demo.opencart.cn/index.php?route=account/register,116,0,0
1775138446870,80,加入购物车,301,Moved Permanently,Thread Group 1-3,text,true,,442,270,3,3,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,80,0,44
1775138446950,40,查看购物车,301,Moved Permanently,Thread Group 1-3,text,true,,436,155,3,3,http://demo.opencart.cn/index.php?route=product/manufacturer,40,0,0
1775138446846,151,搜索商品,200,OK,Thread Group 1-1,text,true,,39716,219,3,3,https://demo.opencart.cn/index.php?route=product/search&search=mac,150,0,0
1775138446876,140,查看特价商品,200,OK,Thread Group 1-2,text,true,,29244,209,3,3,https://demo.opencart.cn/index.php?route=product/special,140,0,0
1775138446997,126,注册新用户,200,OK,Thread Group 1-1,text,true,,27271,441,3,3,https://demo.opencart.cn/index.php?route=account/register,125,0,0
1775138447017,141,查看品牌列表,200,OK,Thread Group 1-2,text,true,,23837,214,3,3,https://demo.opencart.cn/index.php?route=product/manufacturer,141,0,0
1775138447165,59,加入购物车,301,Moved Permanently,Thread Group 1-2,text,true,,442,292,3,3,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,59,0,0
1775138447123,133,查看特价商品,200,OK,Thread Group 1-1,text,true,,29244,209,3,3,https://demo.opencart.cn/index.php?route=product/special,132,0,0
1775138447224,45,查看购物车,301,Moved Permanently,Thread Group 1-2,text,true,,436,177,3,3,http://demo.opencart.cn/index.php?route=product/manufacturer,45,0,0
1775138446990,292,搜索商品,200,OK,Thread Group 1-3,text,true,,39820,160,3,3,https://demo.opencart.cn/index.php?route=product/search&search=mac,291,0,96
1775138447256,129,查看品牌列表,200,OK,Thread Group 1-1,text,true,,23837,214,4,4,https://demo.opencart.cn/index.php?route=product/manufacturer,129,0,0
1775138447386,41,加入购物车,301,Moved Permanently,Thread Group 1-1,text,true,,442,292,4,4,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,41,0,0
1775138447356,86,加入购物车,301,Moved Permanently,Thread Group 1-4,text,true,,442,270,4,4,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,86,0,45
1775138447282,165,注册新用户,200,OK,Thread Group 1-3,text,true,,27271,441,4,4,https://demo.opencart.cn/index.php?route=account/register,164,0,0
1775138447269,186,搜索商品,200,OK,Thread Group 1-2,text,true,,39716,219,4,4,https://demo.opencart.cn/index.php?route=product/search&search=mac,185,0,0
1775138447427,37,查看购物车,301,Moved Permanently,Thread Group 1-1,text,true,,436,177,4,4,http://demo.opencart.cn/index.php?route=product/manufacturer,37,0,0
1775138447442,38,查看购物车,301,Moved Permanently,Thread Group 1-4,text,true,,436,155,4,4,http://demo.opencart.cn/index.php?route=product/manufacturer,38,0,0
1775138447447,142,查看特价商品,200,OK,Thread Group 1-3,text,true,,29244,209,4,4,https://demo.opencart.cn/index.php?route=product/special,142,0,0
1775138447455,172,注册新用户,200,OK,Thread Group 1-2,text,true,,27271,441,4,4,https://demo.opencart.cn/index.php?route=account/register,172,0,0
1775138447464,233,搜索商品,200,OK,Thread Group 1-1,text,true,,39716,219,4,4,https://demo.opencart.cn/index.php?route=product/search&search=mac,232,0,0
1775138447481,307,搜索商品,200,OK,Thread Group 1-4,text,true,,39820,160,4,4,https://demo.opencart.cn/index.php?route=product/search&search=mac,303,0,94
1775138447589,201,查看品牌列表,200,OK,Thread Group 1-3,text,true,,23837,214,4,4,https://demo.opencart.cn/index.php?route=product/manufacturer,201,0,0
1775138447628,198,查看特价商品,200,OK,Thread Group 1-2,text,true,,29244,209,4,4,https://demo.opencart.cn/index.php?route=product/special,197,0,0
1775138447790,38,加入购物车,301,Moved Permanently,Thread Group 1-3,text,true,,442,292,4,4,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,38,0,0
1775138447697,154,注册新用户,200,OK,Thread Group 1-1,text,true,,27271,441,4,4,https://demo.opencart.cn/index.php?route=account/register,154,0,0
1775138447829,41,查看购物车,301,Moved Permanently,Thread Group 1-3,text,true,,436,177,5,5,http://demo.opencart.cn/index.php?route=product/manufacturer,41,0,0
1775138447788,149,注册新用户,200,OK,Thread Group 1-4,text,true,,27271,441,5,5,https://demo.opencart.cn/index.php?route=account/register,149,0,0
1775138447856,87,加入购物车,301,Moved Permanently,Thread Group 1-5,text,true,,442,270,5,5,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,87,0,45
1775138447943,40,查看购物车,301,Moved Permanently,Thread Group 1-5,text,true,,436,155,5,5,http://demo.opencart.cn/index.php?route=product/manufacturer,40,0,0
1775138447827,168,查看品牌列表,200,OK,Thread Group 1-2,text,true,,23837,214,5,5,https://demo.opencart.cn/index.php?route=product/manufacturer,168,0,0
1775138447852,179,查看特价商品,200,OK,Thread Group 1-1,text,true,,29244,209,5,5,https://demo.opencart.cn/index.php?route=product/special,177,0,0
1775138447996,50,加入购物车,301,Moved Permanently,Thread Group 1-2,text,true,,442,292,5,5,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,50,0,0
1775138447938,154,查看特价商品,200,OK,Thread Group 1-4,text,true,,29244,209,5,5,https://demo.opencart.cn/index.php?route=product/special,149,0,0
1775138448046,46,查看购物车,301,Moved Permanently,Thread Group 1-2,text,true,,436,177,5,5,http://demo.opencart.cn/index.php?route=product/manufacturer,46,0,0
1775138447870,223,搜索商品,200,OK,Thread Group 1-3,text,true,,39716,219,5,5,https://demo.opencart.cn/index.php?route=product/search&search=mac,221,0,0
1775138448031,165,查看品牌列表,200,OK,Thread Group 1-1,text,true,,23837,214,5,5,https://demo.opencart.cn/index.php?route=product/manufacturer,164,0,0
1775138448196,36,加入购物车,301,Moved Permanently,Thread Group 1-1,text,true,,442,292,5,5,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,36,0,0
1775138448232,38,查看购物车,301,Moved Permanently,Thread Group 1-1,text,true,,436,177,5,5,http://demo.opencart.cn/index.php?route=product/manufacturer,38,0,0
1775138447984,321,搜索商品,200,OK,Thread Group 1-5,text,true,,39820,160,5,5,https://demo.opencart.cn/index.php?route=product/search&search=mac,318,0,101
1775138448093,238,注册新用户,200,OK,Thread Group 1-3,text,true,,27271,441,5,5,https://demo.opencart.cn/index.php?route=account/register,238,0,0
1775138448092,241,查看品牌列表,200,OK,Thread Group 1-4,text,true,,23837,214,5,5,https://demo.opencart.cn/index.php?route=product/manufacturer,241,0,0
1775138448093,250,搜索商品,200,OK,Thread Group 1-2,text,true,,39716,219,5,5,https://demo.opencart.cn/index.php?route=product/search&search=mac,250,0,0
1775138448333,41,加入购物车,301,Moved Permanently,Thread Group 1-4,text,true,,442,292,6,6,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,41,0,0
1775138448374,46,查看购物车,301,Moved Permanently,Thread Group 1-4,text,true,,436,177,6,6,http://demo.opencart.cn/index.php?route=product/manufacturer,46,0,0
1775138448270,174,搜索商品,200,OK,Thread Group 1-1,text,true,,39716,219,6,6,https://demo.opencart.cn/index.php?route=product/search&search=mac,174,0,0
1775138448356,88,加入购物车,301,Moved Permanently,Thread Group 1-6,text,true,,442,270,6,6,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,88,0,43
1775138448444,40,查看购物车,301,Moved Permanently,Thread Group 1-6,text,true,,436,155,6,6,http://demo.opencart.cn/index.php?route=product/manufacturer,40,0,0
1775138448343,163,注册新用户,200,OK,Thread Group 1-2,text,true,,27271,441,6,6,https://demo.opencart.cn/index.php?route=account/register,163,0,0
1775138448306,275,注册新用户,200,OK,Thread Group 1-5,text,true,,27271,441,6,6,https://demo.opencart.cn/index.php?route=account/register,274,0,0
1775138448333,262,查看特价商品,200,OK,Thread Group 1-3,text,true,,29244,209,6,6,https://demo.opencart.cn/index.php?route=product/special,261,0,0
1775138448444,187,注册新用户,200,OK,Thread Group 1-1,text,true,,27271,441,6,6,https://demo.opencart.cn/index.php?route=account/register,186,0,0
1775138448507,225,查看特价商品,200,OK,Thread Group 1-2,text,true,,29244,209,6,6,https://demo.opencart.cn/index.php?route=product/special,224,0,0
1775138448420,342,搜索商品,200,OK,Thread Group 1-4,text,true,,39716,219,6,6,https://demo.opencart.cn/index.php?route=product/search&search=mac,341,0,0
1775138448596,203,查看品牌列表,200,OK,Thread Group 1-3,text,true,,23837,214,6,6,https://demo.opencart.cn/index.php?route=product/manufacturer,202,0,0
1775138448799,37,加入购物车,301,Moved Permanently,Thread Group 1-3,text,true,,442,292,6,6,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,37,0,0
1775138448837,35,查看购物车,301,Moved Permanently,Thread Group 1-3,text,true,,436,177,7,7,http://demo.opencart.cn/index.php?route=product/manufacturer,35,0,0
1775138448581,295,查看特价商品,200,OK,Thread Group 1-5,text,true,,29244,209,7,7,https://demo.opencart.cn/index.php?route=product/special,294,0,0
1775138448632,282,查看特价商品,200,OK,Thread Group 1-1,text,true,,29244,209,7,7,https://demo.opencart.cn/index.php?route=product/special,282,0,0
1775138448861,92,加入购物车,301,Moved Permanently,Thread Group 1-7,text,true,,442,270,7,7,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,92,0,48
1775138448485,500,搜索商品,200,OK,Thread Group 1-6,text,true,,39820,160,7,7,https://demo.opencart.cn/index.php?route=product/search&search=mac,498,0,92
1775138448953,42,查看购物车,301,Moved Permanently,Thread Group 1-7,text,true,,436,155,7,7,http://demo.opencart.cn/index.php?route=product/manufacturer,42,0,0
1775138448763,251,注册新用户,200,OK,Thread Group 1-4,text,true,,27271,441,7,7,https://demo.opencart.cn/index.php?route=account/register,250,0,0
1775138448732,326,查看品牌列表,200,OK,Thread Group 1-2,text,true,,23837,214,7,7,https://demo.opencart.cn/index.php?route=product/manufacturer,290,0,0
1775138448915,154,查看品牌列表,200,OK,Thread Group 1-1,text,true,,23837,214,7,7,https://demo.opencart.cn/index.php?route=product/manufacturer,154,0,0
1775138449058,41,加入购物车,301,Moved Permanently,Thread Group 1-2,text,true,,442,292,7,7,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,41,0,0
1775138449069,38,加入购物车,301,Moved Permanently,Thread Group 1-1,text,true,,442,292,7,7,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,38,0,0
1775138448873,266,搜索商品,200,OK,Thread Group 1-3,text,true,,39716,219,7,7,https://demo.opencart.cn/index.php?route=product/search&search=mac,266,0,0
1775138449099,41,查看购物车,301,Moved Permanently,Thread Group 1-2,text,true,,436,177,7,7,http://demo.opencart.cn/index.php?route=product/manufacturer,41,0,0
1775138449108,36,查看购物车,301,Moved Permanently,Thread Group 1-1,text,true,,436,177,7,7,http://demo.opencart.cn/index.php?route=product/manufacturer,36,0,0
1775138448876,301,查看品牌列表,200,OK,Thread Group 1-5,text,true,,23837,214,7,7,https://demo.opencart.cn/index.php?route=product/manufacturer,301,0,0
1775138449014,198,查看特价商品,200,OK,Thread Group 1-4,text,true,,29244,209,7,7,https://demo.opencart.cn/index.php?route=product/special,197,0,0
1775138449178,46,加入购物车,301,Moved Permanently,Thread Group 1-5,text,true,,442,292,7,7,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,46,0,0
1775138449225,39,查看购物车,301,Moved Permanently,Thread Group 1-5,text,true,,436,177,7,7,http://demo.opencart.cn/index.php?route=product/manufacturer,39,0,0
1775138448985,319,注册新用户,200,OK,Thread Group 1-6,text,true,,27271,441,7,7,https://demo.opencart.cn/index.php?route=account/register,319,0,0
1775138449357,87,加入购物车,301,Moved Permanently,Thread Group 1-8,text,true,,442,270,8,8,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,86,0,45
1775138449140,318,注册新用户,200,OK,Thread Group 1-3,text,true,,27271,441,8,8,https://demo.opencart.cn/index.php?route=account/register,315,0,0
1775138449145,316,搜索商品,200,OK,Thread Group 1-1,text,true,,39716,219,8,8,https://demo.opencart.cn/index.php?route=product/search&search=mac,313,0,0
1775138449444,41,查看购物车,301,Moved Permanently,Thread Group 1-8,text,true,,436,155,8,8,http://demo.opencart.cn/index.php?route=product/manufacturer,41,0,0
1775138449141,359,搜索商品,200,OK,Thread Group 1-2,text,true,,39716,219,8,8,https://demo.opencart.cn/index.php?route=product/search&search=mac,320,0,0
1775138448996,536,搜索商品,200,OK,Thread Group 1-7,text,true,,39820,160,8,8,https://demo.opencart.cn/index.php?route=product/search&search=mac,535,0,98
1775138449265,274,搜索商品,200,OK,Thread Group 1-5,text,true,,39716,219,8,8,https://demo.opencart.cn/index.php?route=product/search&search=mac,273,0,0
1775138449213,344,查看品牌列表,200,OK,Thread Group 1-4,text,true,,23837,214,8,8,https://demo.opencart.cn/index.php?route=product/manufacturer,344,0,0
1775138449305,262,查看特价商品,200,OK,Thread Group 1-6,text,true,,29244,209,8,8,https://demo.opencart.cn/index.php?route=product/special,260,0,0
1775138449557,41,加入购物车,301,Moved Permanently,Thread Group 1-4,text,true,,442,292,8,8,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,41,0,0
1775138449598,39,查看购物车,301,Moved Permanently,Thread Group 1-4,text,true,,436,177,8,8,http://demo.opencart.cn/index.php?route=product/manufacturer,39,0,0
1775138449458,238,查看特价商品,200,OK,Thread Group 1-3,text,true,,29244,209,8,8,https://demo.opencart.cn/index.php?route=product/special,238,0,0
1775138449500,363,注册新用户,200,OK,Thread Group 1-2,text,true,,27271,441,9,9,https://demo.opencart.cn/index.php?route=account/register,363,0,0
1775138449539,325,注册新用户,200,OK,Thread Group 1-5,text,true,,27271,441,9,9,https://demo.opencart.cn/index.php?route=account/register,325,0,0
1775138449461,441,注册新用户,200,OK,Thread Group 1-1,text,true,,27271,441,9,9,https://demo.opencart.cn/index.php?route=account/register,441,0,0
1775138449855,92,加入购物车,301,Moved Permanently,Thread Group 1-9,text,true,,442,270,9,9,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,92,0,50
1775138449638,319,搜索商品,200,OK,Thread Group 1-4,text,true,,39716,219,9,9,https://demo.opencart.cn/index.php?route=product/search&search=mac,317,0,0
1775138449532,427,注册新用户,200,OK,Thread Group 1-7,text,true,,27271,441,9,9,https://demo.opencart.cn/index.php?route=account/register,427,0,0
1775138449487,502,搜索商品,200,OK,Thread Group 1-8,text,true,,39820,160,9,9,https://demo.opencart.cn/index.php?route=product/search&search=mac,501,0,94
1775138449947,45,查看购物车,301,Moved Permanently,Thread Group 1-9,text,true,,436,155,9,9,http://demo.opencart.cn/index.php?route=product/manufacturer,45,0,0
1775138449567,430,查看品牌列表,200,OK,Thread Group 1-6,text,true,,23837,214,9,9,https://demo.opencart.cn/index.php?route=product/manufacturer,428,0,0
1775138449997,37,加入购物车,301,Moved Permanently,Thread Group 1-6,text,true,,442,292,9,9,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,37,0,0
1775138449696,345,查看品牌列表,200,OK,Thread Group 1-3,text,true,,23837,214,9,9,https://demo.opencart.cn/index.php?route=product/manufacturer,345,0,0
1775138450035,38,查看购物车,301,Moved Permanently,Thread Group 1-6,text,true,,436,177,9,9,http://demo.opencart.cn/index.php?route=product/manufacturer,38,0,0
1775138450041,37,加入购物车,301,Moved Permanently,Thread Group 1-3,text,true,,442,292,9,9,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,37,0,0
1775138450079,39,查看购物车,301,Moved Permanently,Thread Group 1-3,text,true,,436,177,9,9,http://demo.opencart.cn/index.php?route=product/manufacturer,39,0,0
1775138449864,304,查看特价商品,200,OK,Thread Group 1-2,text,true,,29244,209,9,9,https://demo.opencart.cn/index.php?route=product/special,304,0,0
1775138449903,333,查看特价商品,200,OK,Thread Group 1-1,text,true,,29244,209,9,9,https://demo.opencart.cn/index.php?route=product/special,333,0,0
1775138449957,331,注册新用户,200,OK,Thread Group 1-4,text,true,,27271,441,9,9,https://demo.opencart.cn/index.php?route=account/register,331,0,0
1775138449864,443,查看特价商品,200,OK,Thread Group 1-5,text,true,,29244,209,9,9,https://demo.opencart.cn/index.php?route=product/special,441,0,0
1775138449960,366,查看特价商品,200,OK,Thread Group 1-7,text,true,,29244,209,9,9,https://demo.opencart.cn/index.php?route=product/special,364,0,0
1775138449989,381,注册新用户,200,OK,Thread Group 1-8,text,true,,27271,441,10,10,https://demo.opencart.cn/index.php?route=account/register,381,0,0
1775138450354,91,加入购物车,301,Moved Permanently,Thread Group 1-10,text,true,,442,270,10,10,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,91,0,50
1775138450446,43,查看购物车,301,Moved Permanently,Thread Group 1-10,text,true,,436,155,10,10,http://demo.opencart.cn/index.php?route=product/manufacturer,43,0,0
1775138450074,492,搜索商品,200,OK,Thread Group 1-6,text,true,,39716,219,10,10,https://demo.opencart.cn/index.php?route=product/search&search=mac,491,0,0
1775138450169,406,查看品牌列表,200,OK,Thread Group 1-2,text,true,,23837,214,10,10,https://demo.opencart.cn/index.php?route=product/manufacturer,404,0,0
1775138450119,474,搜索商品,200,OK,Thread Group 1-3,text,true,,39716,219,10,10,https://demo.opencart.cn/index.php?route=product/search&search=mac,474,0,0
1775138449993,610,搜索商品,200,OK,Thread Group 1-9,text,true,,39820,160,10,10,https://demo.opencart.cn/index.php?route=product/search&search=mac,608,0,92
1775138450575,42,加入购物车,301,Moved Permanently,Thread Group 1-2,text,true,,442,292,10,10,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,42,0,0
1775138450236,390,查看品牌列表,200,OK,Thread Group 1-1,text,true,,23837,214,10,10,https://demo.opencart.cn/index.php?route=product/manufacturer,390,0,0
1775138450617,44,查看购物车,301,Moved Permanently,Thread Group 1-2,text,true,,436,177,10,10,http://demo.opencart.cn/index.php?route=product/manufacturer,44,0,0
1775138450625,44,加入购物车,301,Moved Permanently,Thread Group 1-1,text,true,,442,292,10,10,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,44,0,0
1775138450289,402,查看特价商品,200,OK,Thread Group 1-4,text,true,,29244,209,10,10,https://demo.opencart.cn/index.php?route=product/special,401,0,0
1775138450308,396,查看品牌列表,200,OK,Thread Group 1-5,text,true,,23837,214,10,10,https://demo.opencart.cn/index.php?route=product/manufacturer,396,0,0
1775138450369,335,查看特价商品,200,OK,Thread Group 1-8,text,true,,29244,209,10,10,https://demo.opencart.cn/index.php?route=product/special,334,0,0
1775138450669,40,查看购物车,301,Moved Permanently,Thread Group 1-1,text,true,,436,177,10,10,http://demo.opencart.cn/index.php?route=product/manufacturer,40,0,0
1775138450326,408,查看品牌列表,200,OK,Thread Group 1-7,text,true,,23837,214,10,10,https://demo.opencart.cn/index.php?route=product/manufacturer,408,0,0
1775138450703,44,加入购物车,301,Moved Permanently,Thread Group 1-5,text,true,,442,292,10,10,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,44,0,0
1775138450734,43,加入购物车,301,Moved Permanently,Thread Group 1-7,text,true,,442,292,10,10,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,43,0,0
1775138450747,43,查看购物车,301,Moved Permanently,Thread Group 1-5,text,true,,436,177,10,10,http://demo.opencart.cn/index.php?route=product/manufacturer,43,0,0
1775138450777,42,查看购物车,301,Moved Permanently,Thread Group 1-7,text,true,,436,177,10,10,http://demo.opencart.cn/index.php?route=product/manufacturer,42,0,0
1775138450854,91,加入购物车,301,Moved Permanently,Thread Group 1-11,text,true,,442,270,11,11,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,91,0,46
1775138450945,50,查看购物车,301,Moved Permanently,Thread Group 1-11,text,true,,436,155,11,11,http://demo.opencart.cn/index.php?route=product/manufacturer,50,0,0
1775138450571,425,注册新用户,200,OK,Thread Group 1-6,text,true,,27271,441,11,11,https://demo.opencart.cn/index.php?route=account/register,425,0,0
1775138450603,465,注册新用户,200,OK,Thread Group 1-9,text,true,,27271,441,11,11,https://demo.opencart.cn/index.php?route=account/register,465,0,0
1775138450593,483,注册新用户,200,OK,Thread Group 1-3,text,true,,27271,441,11,11,https://demo.opencart.cn/index.php?route=account/register,480,0,0
1775138450704,376,查看品牌列表,200,OK,Thread Group 1-8,text,true,,23837,214,11,11,https://demo.opencart.cn/index.php?route=product/manufacturer,376,0,0
1775138451081,48,加入购物车,301,Moved Permanently,Thread Group 1-8,text,true,,442,292,11,11,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,48,0,0
1775138450490,647,搜索商品,200,OK,Thread Group 1-10,text,true,,39820,160,11,11,https://demo.opencart.cn/index.php?route=product/search&search=mac,646,0,96
1775138450669,473,搜索商品,200,OK,Thread Group 1-2,text,true,,39716,219,11,11,https://demo.opencart.cn/index.php?route=product/search&search=mac,472,0,0
1775138450790,376,搜索商品,200,OK,Thread Group 1-5,text,true,,39716,219,11,11,https://demo.opencart.cn/index.php?route=product/search&search=mac,376,0,0
1775138451129,48,查看购物车,301,Moved Permanently,Thread Group 1-8,text,true,,436,177,11,11,http://demo.opencart.cn/index.php?route=product/manufacturer,48,0,0
1775138450690,503,查看品牌列表,200,OK,Thread Group 1-4,text,true,,23837,214,11,11,https://demo.opencart.cn/index.php?route=product/manufacturer,502,0,0
1775138450710,506,搜索商品,200,OK,Thread Group 1-1,text,true,,39716,219,11,11,https://demo.opencart.cn/index.php?route=product/search&search=mac,506,0,0
1775138451193,39,加入购物车,301,Moved Permanently,Thread Group 1-4,text,true,,442,292,11,11,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,39,0,0
1775138451233,40,查看购物车,301,Moved Permanently,Thread Group 1-4,text,true,,436,177,11,11,http://demo.opencart.cn/index.php?route=product/manufacturer,40,0,0
1775138450820,609,搜索商品,200,OK,Thread Group 1-7,text,true,,39716,219,12,12,https://demo.opencart.cn/index.php?route=product/search&search=mac,609,0,0
1775138451354,93,加入购物车,301,Moved Permanently,Thread Group 1-12,text,true,,442,270,12,12,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,93,0,49
1775138450996,458,查看特价商品,200,OK,Thread Group 1-6,text,true,,29244,209,12,12,https://demo.opencart.cn/index.php?route=product/special,458,0,0
1775138451447,49,查看购物车,301,Moved Permanently,Thread Group 1-12,text,true,,436,155,12,12,http://demo.opencart.cn/index.php?route=product/manufacturer,49,0,0
1775138451069,481,查看特价商品,200,OK,Thread Group 1-9,text,true,,29244,209,12,12,https://demo.opencart.cn/index.php?route=product/special,480,0,0
1775138451077,477,查看特价商品,200,OK,Thread Group 1-3,text,true,,29244,209,12,12,https://demo.opencart.cn/index.php?route=product/special,476,0,0
1775138451138,507,注册新用户,200,OK,Thread Group 1-10,text,true,,27271,441,12,12,https://demo.opencart.cn/index.php?route=account/register,507,0,0
1775138451142,506,注册新用户,200,OK,Thread Group 1-2,text,true,,27271,441,12,12,https://demo.opencart.cn/index.php?route=account/register,506,0,0
1775138451174,530,注册新用户,200,OK,Thread Group 1-5,text,true,,27271,441,12,12,https://demo.opencart.cn/index.php?route=account/register,530,0,0
1775138451216,527,注册新用户,200,OK,Thread Group 1-1,text,true,,27271,441,12,12,https://demo.opencart.cn/index.php?route=account/register,527,0,0
1775138450996,749,搜索商品,200,OK,Thread Group 1-11,text,true,,39820,160,12,12,https://demo.opencart.cn/index.php?route=product/search&search=mac,745,0,108
1775138451177,598,搜索商品,200,OK,Thread Group 1-8,text,true,,39716,219,12,12,https://demo.opencart.cn/index.php?route=product/search&search=mac,598,0,0
1775138451274,579,搜索商品,200,OK,Thread Group 1-4,text,true,,39716,219,12,12,https://demo.opencart.cn/index.php?route=product/search&search=mac,578,0,0
1775138451855,89,加入购物车,301,Moved Permanently,Thread Group 1-13,text,true,,442,270,13,13,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,89,0,43
1775138451430,529,注册新用户,200,OK,Thread Group 1-7,text,true,,27271,441,13,13,https://demo.opencart.cn/index.php?route=account/register,528,0,0
1775138451944,45,查看购物车,301,Moved Permanently,Thread Group 1-13,text,true,,436,155,13,13,http://demo.opencart.cn/index.php?route=product/manufacturer,45,0,0
1775138451551,461,查看品牌列表,200,OK,Thread Group 1-9,text,true,,23837,214,13,13,https://demo.opencart.cn/index.php?route=product/manufacturer,461,0,0
1775138451454,597,查看品牌列表,200,OK,Thread Group 1-6,text,true,,23837,214,13,13,https://demo.opencart.cn/index.php?route=product/manufacturer,597,0,0
1775138452012,51,加入购物车,301,Moved Permanently,Thread Group 1-9,text,true,,442,292,13,13,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,51,0,0
1775138451554,527,查看品牌列表,200,OK,Thread Group 1-3,text,true,,23837,214,13,13,https://demo.opencart.cn/index.php?route=product/manufacturer,524,0,0
1775138452051,40,加入购物车,301,Moved Permanently,Thread Group 1-6,text,true,,442,292,13,13,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,40,0,0
1775138452064,42,查看购物车,301,Moved Permanently,Thread Group 1-9,text,true,,436,177,13,13,http://demo.opencart.cn/index.php?route=product/manufacturer,42,0,0
1775138452081,39,加入购物车,301,Moved Permanently,Thread Group 1-3,text,true,,442,292,13,13,http://demo.opencart.cn/Path:%20/index.php?route=checkout/cart/add,39,0,0
1775138452091,37,查看购物车,301,Moved Permanently,Thread Group 1-6,text,true,,436,177,13,13,http://demo.opencart.cn/index.php?route=product/manufacturer,37,0,0
1775138451645,521,查看特价商品,200,OK,Thread Group 1-10,text,true,,29244,209,13,13,https://demo.opencart.cn/index.php?route=product/special,520,0,0
1775138452121,38,查看购物车,301,Moved Permanently,Thread Group 1-3,text,true,,436,177,13,13,http://demo.opencart.cn/index.php?route=product/manufacturer,38,0,0
1775138451649,532,查看特价商品,200,OK,Thread Group 1-2,text,true,,29244,209,13,13,https://demo.opencart.cn/index.php?route=product/special,530,0,0
